polarity;tweet
0;thiiiiiagooo felipe melo fdp mulaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa ¬¬ e agora brasil e agora dunga
0;gribis felipe melo vai voltar pra jaula de onde nunca deveria ter saído convocado por quem dunga
0;raah_gonsales expulso felipe melo esse #bra quer voltar pra casa só pode d:
0;rbsviana puta que pariu dunga eu disse ki u felipe melo eah uma bosta
0;mucomerio felipe melo deu o passe pro gol e a passagem de avião pro brasil
0;justafineman e o felipe melo fode com o brasil parabéns
0;vinilucas vamooooos #ned felipe melo vlw mlk voce um bosta
0;rafamaxpires felipe melo expulso olha o cemitério do caju aí gente #bra
0;filipilima felipe melo fazendo merda alguma novidade o dunga tinha que tirar o luis fabiano e colocar o @romarioonze
0;licahmp felipe melo até demorou pra ser expulso esperou o ultimo jogo do brasil na copa #valeucagão
0;dekosouto ae dunga felipe melo expulso parabéns adeus brasil
0;pedro_mbernardo tudo mundo sabia que o felipe melo ia fazer isso uma hora so o dunga que não
0;isa_fiore booooa felipe melo eo idiota do dunga não faz nada porra viu
0;jonsaaa felipe melo expulso hauahuahauhua o homem do jogo #bra
0;_gabriiel_ vai #bra nao desiste nao porra felipe melo seu puto
0;emmanuelmac pronto feito o que todo mundo sabia menos o dunga felipe melo expulso
0;gothicjdv holanda dominando o jogo dunga sobre felipe melo ele acha que o pelé
0;jenniferalmeida aeeeee felipe melo conseguiu ser expulso esperou as quartas de final mas conseguiu #bra
0;kavyzel se o brasil não passar felipe melo vai virar o novo barbosa infelizmente
0;ccaaio aeeeeeeeeeeeee o felipe melo expulso ja era vai da #ned
0;bruna_crivelari pronto pra felicidade dos brawsileirosfelipe melo ta fora vamo la brasil
0;_giseleoliveira felipe melo fora demorou hein #bra
0;lenteaberta felipe melo perde a cabeça e fode mto a vida do #bra imbecil
0;josemendoza24 felipe melo elimina a #bra
0;_thinkingabout o holandes ator querendo ser legal com o felipe melo agora #bra #bra
0;junior_diias felipe melo expulso omg ddd#worldcup
1;alemagalhes valeu felipe melo #ned
0;xlimaox caralho esse felipe melo o pior jogador que eu já vi numa copa com a camisa do brasil
0;shockerzin vai felipe melo seu buuurrrooo a burrice do dunga contagiosa
0;danieustaquio eu já disse que esse boca torta não dá sorte ¬¬ eu já disse tira esse felipe bocatorta melo dunga
0;chivodecorazon rojaaaaaa para felipe melo #bra
0;marcusmarques esse o felipe melo que conheço o/ vamos #ned
0;sergiomaggi felipe melo o nome do jogo #bra
0;nylleee_ #adeus felipe melo
0;oluisribeiro vermelho p/ o felipe melo #bra
0;fichanocaixa não só o dunga vai apanhar de pau com prego mas o felipe melo tb
0;jessicagiroto estava à toa no campo/ o felipe melo errou/ deixou a bola passar e a gente marcou um gol chico buarque de holanda hahahaha
0;somosmuros felipe melo a tomar por culo vamos #ned
0;didi19_11 @gustavomomberg e aeh bean que joginho feio do brasil tomara que perca bem feito pro felipe melo tinha que ser expulso mesmo falou
0;frankmartins felipe melo conseguiu entrar para a história das copas #bra x #ned
0;luiza1503 felipe melo fdp #bra
0;eusouomatt parabéns felipe melo acabou com a #copa do #bra gol contra e expulsão #worldcup
0;higinofelipe obrigado felipe melo mas não aparece no brasil seu filho da puta
0;camicaami não sei porque o dunga insiste nesse felipe melo ¬¬
0;diegosf quem falou que felipe melo ia ser expulso e fuder o #bra levanta a mão
0;larissadenucci o que que felipe melo tá ainda fazendo ali dá zero pra ele dunga #tomacartão
0;cleitonc_s felipe melo expulso #ned 2 1 #bra #worldcup
0;sigacopa2010 27 do 2o tempocartão vermelho felipe melo expulso e o brasil fica com 10 jogadores
0;brunaap agora fudeu o dunga muito burro caralho porque ele nao tirou o felipe melo antes
0;hasbisy felipe melo bego bgt mencederai fair play dg sengaja menginjak robben #bra mulai frustasi
0;fabiosarmentoo juiz ruim felipe melo um inconseqüente e dunga burro
0;sabri_b rt @hectormosteriomais burro que o dunga só o felipe melo #naocagabrasil
0;patrickvem15 esse filipe melo tinha q ser cria do flamengo joga nada e o burro do dunga nao ver
0;rocyrillo felipe melo muito burro pqp dunga muda este time
0;rafaroyall que porra felipe melo foi expulso brasil nao pode perder
0;rafaelceleste burro o dunga por convocar burro o felipe melo pelo pisão
0;patinhulol sabia feipe melo expulso gol contra dele pisou no jogador holandes o brasil sempre precisa de alguém pra culpar a derrota o felipe melo
0;liviabalus esse felipe melo afundou o brasil
0;meifasama melo se volvió loco jaja #bra muy mal
0;flavinhaenf felipe melo demorou mas conseguiu o vermelhinho agora vai dar holanda mesmo
0;rodnascimento vai dunga burro felipe melo medonho
0;meninadasflores rt @feguedesfelipe melo o jogador mais corno em campo burro ainda vai ser o culpado do brasil sair da copa
0;analulys felipe melo você não jogador de seleção brasileira vamos brasil #umdiasemglobo #umdiasemglobo
0;williamwaz felipe melo #fdp da uma de pelé e 20 de mané #brasil #copa
0;driikahmunhoz rt @hectormosteriomais burro que o dunga só o felipe melo #naocagabrasil
0;samys_ddf ai dunga burro foi insistir no felipe melo só deu merda
0;ajbnyc melo needed to be a little more mello #worldcup #ned
0;danilo_passos esse felipe melo um irresponsavel ou melhor responsável pelo gol da holanda
0;wtcaricaturas parece que o filha da puta do felipe melo como bom desgraçado botou tudo a perder toma dunga seu filha da puta desgraçado
0;"feehgaarcete felipe melo seu pnc do krl;@ aacabo pro #bra;"
0;zlzjr felipe melo pediu o vermelho e ganhou #bra #ned
0;rgsales se o #bra perder a copa do mundo a culpa do felipe melo e do #dungaburro
0;lanatyler1 vai pro inferno felipe melo vc acabou com o #bra fez gol contra e foi expulso
0;futbolr felipe melo should never wear a #bra jersey again #worldcup
0;leandroreslac felipe melo fdp ainda foi expulso o idiota ñ sei o quem eh pior ele ou o dunga q ainda escalou ele ahhh pqp
0;taaie felipe melo nem deveria ter jogado só feez merda porra tomar no cu voltar pra casa por causa da holanda tomar no cu
0;thiagoricotta felipe melo nem deveria ter ido para a copa do mundo ele não joga só bate nos adversários #copadomundo #dungaburro
0;lirangel felipe melo burro dunga burro todooos aiiiiii
0;nathandelima10 coitado do felipe melo vai ser considerado o responsavel pela eliminação ninguem vai falar do kaka que não jogou e do dunga que sabe nada
0;wesdeyalencar o q ja não tava bom ficou pior felipe melo foi expulso dunga burro
0;hackemate ese árbitro saca a melo p #bra vs #nef
0;carolinetavares aaaaaafffffff esse juiz eh um grande de um fdp marca td enrola pra deixar bater mas o felipe melo mais burro ainda fodis #bra #worldcup
0;"lostmary viu só pq eu mandei guardar o felipe melo na pokebola miserável &gt;__&lt; agora só milagre pro #bra empatar"
0;leandroreslac felipe melo fdp ainda foi expulso o idiota ñ sei o quem eh pior ele ou o dunga q ainda escalou ele ahhh pqp
0;kennedyanjos dunga burro dunga burro felipe melo aprendiz de burro
0;mairabsiqueira dunga mostra mais uma vez q burro mesmo pq não tirou esse felipe melo antes #tánervoso
0;andywarrol @sergiofriede 21 para holanda melo expulsado
0;castromoni felipe melo burroo dunga pior pq não tirou ele antes
0;juliaatiemi rt @hectormosteriomais burro que o dunga só o felipe melo #naocagabrasil
0;guttokuhn já pega as mala que a proxima parada no brasil time lixo felipe melo burro dunga burro fdp
0;gabs_gabi rt @hectormosteriomais burro que o dunga só o felipe melo #naocagabrasil
0;mysweetchild o felipe melo mesmo burro #bra
0;eltonmoliveira #brasil felipe melo um imbecil
0;sonhosdekarol caraca felipe melo malzão chutoo o cara da holanda expulso burro @@@
0;mariicarols expulso enfim o dunga tnh q ter tirado o felipe melo via @jmsscsb
0;martimacetta ahahahaha grande melo pppprrrrrrrrr #bra
0;mteixeiraf eu e o @edu_arcangelo alertamos felipe melo vai fuder com o brasil
0;robertaforster felipe melo burro muito burro #worldcup #bra
0;lucasquatis soh o dunga que nao viu que o felipe melo num tem que jogar
0;lucka_martinez dunga burro quis levar felipe melo deu nisso
0;tathymeloo vaamo brasil ainda dá yn porra felipe melo @
0;danilokikuchi felipe melo foi embora e agora brasil tchaaau mexe dunga
0;marcosjuliana dunga e felipe melo
0;nicolamoretto88 espulso felipe melo per il brasile forza olanda #worldcup
0;tathymeloo vaamo brasil ainda dá yn porra felipe melo @
0;lcspinoza felipe melo desclassificou o brasil
0;loureyroradio79 felipe melo não poderia ter feito o que fez colocando tudo a perder uma espulsão justa e o brasil com um jogador a menos estamos máus
0;gabi_lamounier rt @mvictoriacamposfelipe melo passou a copa inteira perseguindo esse cartão vermelho finalmente ele conseguiu #copa #bra #felipemelo
0;gabrielvillarim felipe melo acabou com o brasil fez gol contra e foi expulso
0;manuel23ve adios #bra otra burrada de felipe melo este mundial
0;rafagabriel felipe melo expulso show brasil mto bom mesmo
1;dspinto99 esse felipe melo louco aquele passe foi pura sorte um lampejo agora ele mostrou porque o homem de confiança de dunga
0;alex_tecnologia se o brasil ñ se classificar a culpa vai ser de quem dunga ou felipe melo como sempre e do jogador né igual 2006 a culpa foi do rc
0;fernanparreiras felipe melo tira o brasil da #worldcup
0;antoniogils parabens a todos os que elogiaram o felipe melo #bra #ferrou
0;sigacopa2010 27 do 2o tempocartão vermelho felipe melo expulso e o brasil fica com 10 jogadores
0;fariaeliane felipe melo entrou para a história do brasil nas copaslançamento magistral gol contra e expulsão parabéns
0;solika_sol fez gol contra foi expulso eu acho que o felipe melo realmente não quer que o brasil ganhe
0;ariane_sccp o dunga idiota devia perceber que felipe melo tava nervoso
0;giiior rt @vovo_panicocomeçou a cagada do felipe melo #bra x #ned
0;saritanatali e pra completar felipe melo terminou de f o #bra
0;igorsaiene cabou brasil vem pra casa felipe melo expulso e num da nem pra dizer que surpresa
0;nancy_minervini dunga seu bosta pq não tirou o felipe melo antes #porradunga
0;fcsinais_ls_rs se o brasil perder eh culpa desse felipe melo q tah melando tdo
0;juvencioalmeida pronto felipe melo expulso sinto dizer que ele não vai fazer falta até porque ele só faz falta enquanto ele tá em campo #bra
0;mayaravale pqp ¬¬ só faz besteira em brasil rt @copavirgula felipe melo expulso da partida
0;atblogdobirner felipe melo enterrou o brasil dunga um merda
0;lleimz felipe melo expulsado nada mas perfecto para eliminar a #bra que genial holanda rulea
0;fgaticas mal por melo #bra
1;victorsemeghini felipe melo fez gol contra num marco o sneijder no segundo gol e agora foi expulso muito bom dunga leva um cara desse
0;jaqueabs só assim pro felipe melo sair do jogo pq o dunga não tira
0;thiagopapito felipe melo um bandido mesmo acabou com tudo pra levar esse merda dunga
0;noahdantas pronto agora q o anta do #ffelipe melo foi expulso o brasil pode virar
0;felipe_eberle porra falei que esse felipe melo um lixo pra q convocar isso quem critico tanto tava certo fez gol contra foi expulso e tiro o brasil
0;jeffpaiva felipe melo completa o hattrick ele e dunga serão os inimigos públicos número 1 e 2 ne
0;jenisecarvalho caralhhhooooo esse felipe melo muito bruto o cara colocou todo o brasil na berlinda fodaaaaa continuo confiando brasil
0;carolinaglezm melo pisa #bra
0;edianez o dunga vai morrer na copa abraçado c o felipe melo e a sua teimosia e coerência
0;guiliaga felipe melo seu filho da putaaa dunga seu imbeciiiil
0;franantonella dunga animal pq não tirou o felipe melo porra maluco que nem o lance do kaka no outro jogo tomou amarelo amigo tira
0;lanatyler1 vai pro inferno felipe melo vc acabou com o #bra fez gol contra e foi expulso
0;_fesantos fuck me felipe melo fdp fudeo com o brasil #anta #idiota #fdp
0;amandacaldeira opa felipe melo expulso o brasil ainda tem uma chance
0;jarbass rt @jornaloglobofelipe melo expulso depois de pisar em robbben brasil agora tem que correr para virar o jogo com um a menos
0;leonardobeen felipe melo volta pra cáa porra dunga voce conseguiu oque sempre quis com essa seleção
0;luaralomeuu_ filipe melo ¬¬ idiota te odeio dunga
0;pablogbraga creio eu que o felipe melo foi o pior jogador brasileiro de todos os tempos valeu dunga descobrindo novos talentos
0;feliipebasilio felipe melo expulso caralhoooooooooooooo que isso #bra
0;vmoizinho possivelmente o felipe melo acabou com o jogo pra gente #bra #copa
0;vmoizinho possivelmente o felipe melo acabou com o jogo pra gente #bra #copa
0;pvmachado felipe melo jogador de que mesmo #dunga #vergonhaalheia
0;jaissont10 @eduardosterblit tem que tirar o dunga da selecao isso sim dai felipe melo fdp
0;danifloter felipe melo eh um idiota nunca mais na selecao que idiotaaaaaaa
0;asheell no mamaaaaaaaaaaaar pta chingada madre ahora expulsaron a felipe melo me lleva la q m trajo estupido #bra
0;kellydantelle felipe melo mereceu vergonha hein isso não postura de jogador de seleção #bra #ned #worldcup
0;ricardorj felipe melo faz gol contra e toma cartão vermelho este o verdadeiro instinto chuck #worldcup #bra #ned
0;thais_martins wow felipe melo expluso o/ acho que o #bra tá fora da copa chente
0;analulys felipe melo você não jogador de seleção brasileira vamos brasil #umdiasemglobo #umdiasemglobo
0;mercadodabola expulso robben caicai sofre falta de felipe melo o juiz cai na dele e expulsa o volante #ned 21 #bra #worldcup
0;andrynhak babacaaa #bra felipe melo cartão vermelho
0;rapozaveloz rt @marina_dmo dunga não tirou o felipe melo e o juiz fez por ele ¬¬
1;nathandelima10 coitado do felipe melo vai ser considerado o responsavel pela eliminação ninguem vai falar do kaka que não jogou e do dunga que sabe nada
0;rafaroyall que porra felipe melo foi expulso brasil nao pode perder
0;diogojsvale agora ferrou de vez felipe melo expulso #bra tá perdido
0;maybmx felipe melo filho da puta tão jogador de seleção quanto o dunga técnico eu já sabia
0;rogeralemao esse felipe melo um bos por que levaram esse cara o que ele fez #bra #worldcup
0;mktanderson felipe melo buuuuuuuuuuuuurrooooooooooo #copa #bra
0;hellenk_ obrigada juiz ja q o dunga ñ tirou o fdp do felipe melo ele tomou a atitude
0;mariete4 rt @josemendoza24felipe melo elimina a #bra
0;"jessejuniorget nossa sem felipe melo &gt; só um milagre brasil;"
0;priisss o felipe melo fudeeu o brasil
0;cleitonc_s felipe melo expulso #ned 2 1 #bra #worldcup
0;alessandrolife fora felipe melo gol contra e expulso #bra
0;klaythus porra felipe melo #expulso que contribuição você deu a seleção hein força #bra ei felipe melo vai tomar no **
0;rafareys felipeee melo marginaaaaaaaaal eu falei que em algum jogo ele ia fuder o brasil
0;re844 #bra felipe melo expulso u_ú
0;juhsouzar dunga todo mundo sabia que o felipe melo iria fazer isso menos vc
0;mearrependoo felipe melo vs tem merda na cabeça o cara só terminou de fuder com a vida do brasil aadeus brasil
0;jennisakamoto caralho o #bra tão disisperados que ele felipe melo foi expulso o
0;carolbarcelos_ @eduardosurita ei tudo bem que o dunga uma merda mas o felipe melo mais
